,comp-1,comp-2,y,return
0,0.16880885,0.06291656,0.0,0.00360286283493042
1,0.12691323,0.36631656,0.00065359477124183,0.004384519100189209
2,0.056743093,0.2387893,0.00130718954248366,0.007203325271606446
3,0.16103382,0.06520652,0.00196078431372549,0.0079931058883667
4,0.12735635,0.09619135,0.00261437908496732,0.008250248908996583
5,0.13658698,0.08684018,0.0032679738562091504,0.009870700836181641
6,0.0,0.20911278,0.00392156862745098,0.01094291114807129
7,0.09536046,0.30286583,0.004575163398692811,0.013527107238769532
8,0.07315739,0.08793941,0.00522875816993464,0.013715045928955078
9,0.02299813,0.17128049,0.0058823529411764705,0.016089847564697266
10,0.2073311,0.081782766,0.006535947712418301,0.016842437744140626
11,0.119360894,0.2868281,0.00718954248366013,0.017680438995361328
12,0.028489154,0.17576158,0.00784313725490196,0.02013741683959961
13,0.19377458,0.092549056,0.00849673202614379,0.021499515533447266
14,0.19677015,0.096528,0.009150326797385621,0.030099079132080077
15,0.12869985,0.09353691,0.00980392156862745,0.03155393218994141
16,0.07086345,0.091471456,0.01045751633986928,0.03379425430297851
17,0.17952442,0.070670746,0.011111111111111112,0.034186267852783205
18,0.15899865,0.33942342,0.011764705882352941,0.035282943725585936
19,0.023883495,0.27235943,0.01241830065359477,0.03817367935180664
20,0.12927711,0.35813025,0.013071895424836602,0.03875567245483398
21,0.18726029,0.074967556,0.013725490196078431,0.04134363174438477
22,0.16221713,0.26881018,0.01437908496732026,0.04162848281860351
23,0.11228583,0.09241398,0.015032679738562092,0.04178564453125
24,0.14649133,0.2528982,0.01568627450980392,0.04203722381591797
25,0.013185327,0.20693323,0.016339869281045753,0.04475461578369141
26,0.13974129,0.094963975,0.01699346405228758,0.04664646911621094
27,0.08710795,0.0901738,0.01764705882352941,0.04735739898681641
28,0.15321907,0.34333348,0.018300653594771243,0.04751326751708984
29,0.1551975,0.34289488,0.01895424836601307,0.048483600616455076
30,0.02964907,0.16900614,0.0196078431372549,0.04925568771362305
31,0.14324191,0.093372256,0.020261437908496733,0.04933194732666016
32,0.010610504,0.2057041,0.02091503267973856,0.05000534439086914
33,0.03419845,0.17336996,0.021568627450980392,0.05117156600952148
34,0.02279019,0.18520647,0.022222222222222223,0.055478137969970705
35,0.116690606,0.2893745,0.02287581699346405,0.06150736999511719
36,0.12289081,0.2935516,0.023529411764705882,0.06167763137817383
37,0.0090206005,0.2489021,0.024183006535947713,0.06309480667114258
38,0.024007993,0.27623022,0.02483660130718954,0.06501215362548828
39,0.019666992,0.24898835,0.025490196078431372,0.06520733642578125
40,0.102887265,0.20564184,0.026143790849673203,0.06764909362792969
41,0.08756438,0.24442731,0.02679738562091503,0.06888057708740235
42,0.18631947,0.09111325,0.027450980392156862,0.06896335601806641
43,0.16982482,0.11404126,0.028104575163398694,0.07447425079345703
44,0.18182781,0.3306554,0.02875816993464052,0.07487623596191406
45,0.20565178,0.120859936,0.029411764705882353,0.0765328140258789
46,0.15437414,0.2647768,0.030065359477124184,0.08052288055419922
47,0.07060118,0.12123189,0.03071895424836601,0.0827303466796875
48,0.018905235,0.1801299,0.03137254901960784,0.08431633758544922
49,0.01384731,0.22210343,0.03202614379084967,0.08725640869140625
50,0.037176155,0.16600633,0.032679738562091505,0.08737068939208985
51,0.16130581,0.13881026,0.03333333333333333,0.08793060302734375
52,0.042792175,0.23043208,0.03398692810457516,0.09144830322265625
53,0.11922704,0.27563724,0.034640522875816995,0.09181285095214843
54,0.12227921,0.35247248,0.03529411764705882,0.09268263244628906
55,0.18915637,0.3306041,0.03594771241830065,0.09271451568603516
56,0.10013378,0.23884743,0.036601307189542485,0.0933038101196289
57,0.012463623,0.22629961,0.03725490196078431,0.09455384063720704
58,0.16367698,0.32708544,0.03790849673202614,0.09509959411621094
59,0.13750748,0.2775992,0.038562091503267976,0.09715371704101562
60,0.15492745,0.13490872,0.0392156862745098,0.09755486297607421
61,0.035205927,0.25671926,0.03986928104575163,0.0988388671875
62,0.119967714,0.35522848,0.040522875816993466,0.09902156066894531
63,0.08251354,0.13351104,0.041176470588235294,0.10113899993896484
64,0.18742388,0.12278772,0.04183006535947712,0.10137384796142578
65,0.021925546,0.2499421,0.042483660130718956,0.10283718872070312
66,0.13089818,0.27235585,0.043137254901960784,0.10771341705322265
67,0.12090805,0.20555414,0.04379084967320261,0.10842969512939453
68,0.041814867,0.28016412,0.044444444444444446,0.10965260314941407
69,0.025961941,0.20543595,0.045098039215686274,0.10981177520751953
70,0.113062866,0.13664772,0.0457516339869281,0.11009206390380859
71,0.11900976,0.30015102,0.046405228758169936,0.11062361907958984
72,0.08064367,0.16612947,0.047058823529411764,0.1124785614013672
73,0.10968862,0.10976475,0.04771241830065359,0.1145032958984375
74,0.113793515,0.27616623,0.048366013071895426,0.11490074157714844
75,0.17243683,0.3321839,0.049019607843137254,0.11751383972167968
76,0.13884448,0.2617518,0.04967320261437908,0.11779881286621094
77,0.15821525,0.3207037,0.05032679738562092,0.12001231384277344
78,0.039688032,0.15589005,0.050980392156862744,0.1200395278930664
79,0.082345486,0.25114465,0.05163398692810457,0.12286774444580079
80,0.10459844,0.18971643,0.05228758169934641,0.1233175277709961
81,0.07943764,0.16369684,0.052941176470588235,0.12405205535888672
82,0.12604709,0.26923582,0.05359477124183006,0.12868014526367189
83,0.16569203,0.32009047,0.0542483660130719,0.12928887939453124
84,0.103282146,0.17945926,0.054901960784313725,0.13155137634277345
85,0.013518763,0.21633805,0.05555555555555555,0.13216511535644532
86,0.108450316,0.14789858,0.05620915032679739,0.13348939514160157
87,0.042692345,0.26654094,0.056862745098039215,0.13485604858398437
88,0.10099439,0.08631982,0.05751633986928104,0.1413725128173828
89,0.13375475,0.34563962,0.05816993464052288,0.14168626403808593
90,0.15732224,0.12377672,0.058823529411764705,0.1424102783203125
91,0.16926292,0.31923044,0.05947712418300653,0.14416787719726562
92,0.2127278,0.13186795,0.06013071895424837,0.14423521423339844
93,0.05228043,0.2437221,0.060784313725490195,0.1457323913574219
94,0.14567113,0.10490632,0.06143790849673202,0.14844729614257812
95,0.55064744,0.71569014,0.06209150326797386,0.14963270568847656
96,0.113775454,0.35803562,0.06274509803921569,0.15084347534179687
97,0.1312627,0.15080647,0.06339869281045751,0.15117179870605468
98,0.122286044,0.26166624,0.06405228758169934,0.1519764404296875
99,0.09816833,0.17434943,0.06470588235294118,0.15262208557128906
100,0.037411645,0.2402945,0.06535947712418301,0.15314007568359375
101,0.096782364,0.2666773,0.06601307189542484,0.15444427490234375
102,0.09458654,0.19826864,0.06666666666666667,0.1564474334716797
103,0.10804555,0.18867585,0.0673202614379085,0.15753349304199218
104,0.09930413,0.16430363,0.06797385620915032,0.1582169189453125
105,0.19366229,0.10779881,0.06862745098039216,0.15877650451660155
106,0.11689885,0.31356615,0.06928104575163399,0.16594108581542968
107,0.094867334,0.17412022,0.06993464052287582,0.16616629028320312
108,0.10445833,0.25475237,0.07058823529411765,0.1661910400390625
109,0.14517578,0.26905423,0.07124183006535947,0.16678758239746094
110,0.09868374,0.16159514,0.0718954248366013,0.16794749450683594
111,0.14114311,0.34670383,0.07254901960784314,0.16910916137695312
112,0.1546553,0.06384807,0.07320261437908497,0.16926797485351563
113,0.019216005,0.24358879,0.0738562091503268,0.17308660888671876
114,0.04397348,0.255416,0.07450980392156863,0.17401242065429687
115,0.11359227,0.2539751,0.07516339869281045,0.17426483154296876
116,0.043477047,0.15479124,0.07581699346405228,0.17811283874511719
117,0.048150424,0.2509704,0.07647058823529412,0.17853140258789063
118,0.12487753,0.25884846,0.07712418300653595,0.18133773803710937
119,0.1270099,0.33290753,0.07777777777777778,0.187413330078125
120,0.09809381,0.21690464,0.0784313725490196,0.18767083740234375
121,0.044710904,0.16127813,0.07908496732026143,0.18943418884277344
122,0.14946,0.10954402,0.07973856209150326,0.1896504364013672
123,0.1439244,0.15183946,0.0803921568627451,0.19075424194335938
124,0.10155224,0.114674024,0.08104575163398693,0.19243255615234375
125,0.065547585,0.12048477,0.08169934640522876,0.19276054382324218
126,0.0747503,0.11535624,0.08235294117647059,0.19693594360351563
127,0.1835903,0.11451016,0.08300653594771241,0.19838017272949218
128,0.13303415,0.3336738,0.08366013071895424,0.19932974243164062
129,0.10974386,0.18462051,0.08431372549019608,0.19967080688476563
130,0.11485759,0.11443393,0.08496732026143791,0.20116098022460938
131,0.13785745,0.15591905,0.08562091503267974,0.20169378662109375
132,0.1264688,0.1864392,0.08627450980392157,0.20383522033691406
133,0.07824204,0.21311481,0.0869281045751634,0.2042928466796875
134,0.15216066,0.2993102,0.08758169934640522,0.20487547302246092
135,0.036671888,0.20863466,0.08823529411764706,0.2052470245361328
136,0.037186597,0.22004542,0.08888888888888889,0.20768624877929687
137,0.18984494,0.108844355,0.08954248366013072,0.20930448913574218
138,0.061100535,0.100104764,0.09019607843137255,0.20935302734375
139,0.0031904734,0.19207488,0.09084967320261438,0.20982693481445314
140,0.06256111,0.10574615,0.0915032679738562,0.21295138549804687
141,0.09818586,0.11746263,0.09215686274509804,0.21329087829589843
142,0.09481686,0.28216213,0.09281045751633987,0.2149532928466797
143,0.16888131,0.32630894,0.0934640522875817,0.2157669677734375
144,0.08520408,0.11579834,0.09411764705882353,0.21664158630371094
145,0.08977624,0.11840992,0.09477124183006536,0.2171119384765625
146,0.1817869,0.095060885,0.09542483660130718,0.21734786987304688
