,comp-1,comp-2,y
0,0.12659205,0.322166,0.0
1,0.06578151,0.2988245,0.00065359477124183
2,0.04838677,0.3370613,0.00130718954248366
3,0.046478022,0.31267023,0.00196078431372549
4,0.036208354,0.3023668,0.00261437908496732
5,0.12757526,0.32501683,0.0032679738562091504
6,0.092891715,0.27265376,0.00392156862745098
7,0.1296524,0.35232782,0.004575163398692811
8,0.07538651,0.3900149,0.00522875816993464
9,0.12131482,0.3590501,0.0058823529411764705
10,0.122220516,0.34581247,0.006535947712418301
11,0.12493375,0.35733306,0.00718954248366013
12,0.11106903,0.36954886,0.00784313725490196
13,0.122622535,0.34845045,0.00849673202614379
14,0.11963192,0.3408527,0.009150326797385621
15,0.05327185,0.3785108,0.00980392156862745
16,0.07471168,0.38823757,0.01045751633986928
17,0.10514359,0.3743374,0.011111111111111112
18,0.042365413,0.36201155,0.011764705882352941
19,0.123227514,0.34089166,0.01241830065359477
20,0.03891228,0.3281027,0.013071895424836602
21,0.030700615,0.3264449,0.013725490196078431
22,0.11711668,0.3318749,0.01437908496732026
23,0.11752625,0.33290824,0.015032679738562092
24,0.0662179,0.35922447,0.01568627450980392
25,0.02412977,0.33806613,0.016339869281045753
26,0.0030090276,0.35531634,0.01699346405228758
27,0.07120974,0.32239878,0.01764705882352941
28,0.054949094,0.3482022,0.018300653594771243
29,0.042980082,0.31804016,0.01895424836601307
30,0.056908537,0.35249516,0.0196078431372549
31,0.041694857,0.33460405,0.020261437908496733
32,0.036821805,0.32187194,0.02091503267973856
33,0.13349557,0.31661704,0.021568627450980392
34,0.031882484,0.3343774,0.022222222222222223
35,0.08278632,0.37997305,0.02287581699346405
36,0.108002625,0.33353874,0.023529411764705882
37,0.11013241,0.33869946,0.024183006535947713
38,0.09848877,0.32933992,0.02483660130718954
39,0.09436569,0.3266506,0.025490196078431372
40,0.04508816,0.348076,0.026143790849673203
41,0.07102655,0.33208522,0.02679738562091503
42,0.11117267,0.3267247,0.027450980392156862
43,0.016603593,0.36284494,0.028104575163398694
44,0.06959085,0.33733508,0.02875816993464052
45,0.10139255,0.31589916,0.029411764705882353
46,0.04808603,0.34943822,0.030065359477124184
47,0.08834903,0.33387786,0.03071895424836601
48,0.02772515,0.3438791,0.03137254901960784
49,0.10434109,0.34460115,0.03202614379084967
50,0.035484944,0.35678056,0.032679738562091505
51,0.11280985,0.33307353,0.03333333333333333
52,0.057890743,0.3212189,0.03398692810457516
53,0.05462581,0.31549114,0.034640522875816995
54,0.060580153,0.31036353,0.03529411764705882
55,0.058190737,0.30186263,0.03594771241830065
56,0.11732403,0.30799964,0.036601307189542485
57,0.06858008,0.3212418,0.03725490196078431
58,0.0460106,0.32810667,0.03790849673202614
59,0.040935274,0.34074527,0.038562091503267976
60,0.018708479,0.35527045,0.0392156862745098
61,0.09043534,0.31767765,0.03986928104575163
62,0.0982481,0.30317417,0.040522875816993466
63,0.046898775,0.34726632,0.041176470588235294
64,0.07674483,0.3292975,0.04183006535947712
65,0.10124838,0.34193766,0.042483660130718956
66,0.07895413,0.3017812,0.043137254901960784
67,0.04028787,0.39077476,0.04379084967320261
68,0.053014524,0.3569774,0.044444444444444446
69,0.0870107,0.31885526,0.045098039215686274
70,0.12095931,0.39089653,0.0457516339869281
71,0.048607644,0.35880563,0.046405228758169936
72,0.103983514,0.2853877,0.047058823529411764
73,0.020002004,0.36521024,0.04771241830065359
74,0.10370376,0.3526219,0.048366013071895426
75,0.06154134,0.3301974,0.049019607843137254
