,comp-1,comp-2,y
0,0.48858428,0.16549115,0.0
1,0.5027631,0.17140819,0.00065359477124183
2,0.5021206,0.17526269,0.00130718954248366
3,0.48356718,0.15991199,0.00196078431372549
4,0.4809308,0.16270775,0.00261437908496732
5,0.48451093,0.16645482,0.0032679738562091504
6,0.4975185,0.8047073,0.00392156862745098
7,0.22140521,0.0379039,0.004575163398692811
8,0.29593778,0.6702696,0.00522875816993464
9,0.8136198,0.4762946,0.0058823529411764705
10,0.22354116,0.04476705,0.006535947712418301
11,0.34306595,0.94530547,0.00718954248366013
12,0.49817693,0.18112546,0.00784313725490196
13,0.21246044,0.04566794,0.00849673202614379
14,0.21669509,0.041759852,0.009150326797385621
15,0.21732502,0.047551256,0.00980392156862745
16,0.21604653,0.035753824,0.01045751633986928
17,0.21113358,0.039860558,0.011111111111111112
18,0.33621404,0.9554872,0.011764705882352941
19,0.34828168,0.88531446,0.01241830065359477
20,0.34063292,0.9590269,0.013071895424836602
21,0.31780982,0.8014441,0.013725490196078431
22,0.018480917,0.69745195,0.01437908496732026
23,0.36022043,0.9025988,0.015032679738562092
24,0.0036421996,0.7090188,0.01568627450980392
25,0.40020582,0.8976431,0.016339869281045753
26,0.01267765,0.7064811,0.01699346405228758
27,0.36063582,0.39836556,0.01764705882352941
28,0.4024466,0.9027222,0.018300653594771243
29,0.9268724,0.60441047,0.01895424836601307
30,0.63326585,0.8536022,0.0196078431372549
31,0.63904756,0.8476997,0.020261437908496733
32,0.015443093,0.7016354,0.02091503267973856
33,0.66052693,0.86696583,0.021568627450980392
34,0.66052693,0.86696583,0.022222222222222223
35,0.6452459,0.86156046,0.02287581699346405
36,0.6550563,0.870107,0.023529411764705882
37,0.64766806,0.85279715,0.024183006535947713
38,0.8055207,0.47926164,0.02483660130718954
39,0.0052207247,0.69837147,0.025490196078431372
40,0.65218544,0.8605991,0.026143790849673203
41,0.5522773,0.1653249,0.02679738562091503
42,0.642335,0.8543879,0.027450980392156862
43,0.0,0.70224774,0.028104575163398694
44,0.4124698,0.9326043,0.02875816993464052
45,0.6456065,0.8687693,0.029411764705882353
46,0.63798654,0.86527324,0.030065359477124184
47,0.3889592,0.9070423,0.03071895424836601
48,0.5648959,0.13090874,0.03137254901960784
49,0.81400985,0.4761164,0.03202614379084967
50,0.0060885446,0.6947198,0.032679738562091505
51,0.55852324,0.18413055,0.03333333333333333
52,0.32310012,0.8547065,0.03398692810457516
53,0.39377683,0.83740544,0.034640522875816995
54,0.39144894,0.9793169,0.03529411764705882
55,0.3544563,0.9172461,0.03594771241830065
56,0.34320617,0.923058,0.036601307189542485
57,0.34795892,0.9014757,0.03725490196078431
58,0.4604394,0.8447926,0.03790849673202614
59,0.3522484,0.84505105,0.038562091503267976
60,0.34692994,0.87689346,0.0392156862745098
61,0.46069297,0.85164624,0.03986928104575163
62,0.35004357,0.85472697,0.040522875816993466
63,0.57322574,0.15579636,0.041176470588235294
64,0.36496416,0.8467798,0.04183006535947712
65,0.496168,0.8299468,0.042483660130718956
66,0.3810789,0.8319136,0.043137254901960784
67,0.57538813,0.19141673,0.04379084967320261
68,0.6378586,0.85832274,0.044444444444444446
69,0.36601028,0.89601225,0.045098039215686274
70,0.5658082,0.26436937,0.0457516339869281
71,0.40908772,0.9647857,0.046405228758169936
72,0.38570982,0.8031839,0.047058823529411764
73,0.4063728,0.9689393,0.04771241830065359
74,0.42061844,0.9257429,0.048366013071895426
75,0.3623929,0.96283907,0.049019607843137254
76,0.5816211,0.15099779,0.04967320261437908
77,0.35493523,0.8916833,0.05032679738562092
78,0.3565986,0.97889453,0.050980392156862744
79,0.42958805,0.949771,0.05163398692810457
80,0.34559092,0.8467003,0.05228758169934641
81,0.36699834,0.927668,0.052941176470588235
82,0.36999404,0.95001024,0.05359477124183006
83,0.40315923,0.77936727,0.0542483660130719
84,0.013763106,0.69382674,0.054901960784313725
85,0.39177623,0.9630057,0.05555555555555555
86,0.35663214,0.87385917,0.05620915032679739
87,0.7149923,0.42927554,0.056862745098039215
88,0.3973032,0.80612725,0.05751633986928104
89,0.5761941,0.26703852,0.05816993464052288
90,0.33923402,0.90152264,0.058823529411764705
91,0.44994003,0.94739795,0.05947712418300653
92,0.38727733,0.9626353,0.06013071895424837
93,0.7229975,0.431202,0.060784313725490195
94,0.41815197,0.9546338,0.06143790849673202
95,0.5772853,0.21299301,0.06209150326797386
96,0.32766587,0.9360844,0.06274509803921569
97,0.7159022,0.42330185,0.06339869281045751
98,0.71439886,0.41973487,0.06405228758169934
99,0.56614846,0.367072,0.06470588235294118
100,0.3446288,0.8635111,0.06535947712418301
101,0.38082808,0.8897732,0.06601307189542484
102,0.33755824,0.8502432,0.06666666666666667
103,0.5274,0.18491387,0.0673202614379085
104,0.45582297,0.953066,0.06797385620915032
105,0.77844137,0.47929946,0.06862745098039216
106,0.571859,0.19470918,0.06928104575163399
107,0.5412786,0.18697287,0.06993464052287582
108,0.55067,0.18286029,0.07058823529411765
109,0.31131184,0.79730415,0.07124183006535947
110,0.3841821,0.91744596,0.0718954248366013
111,0.37507692,0.9089122,0.07254901960784314
112,0.35412073,0.9730478,0.07320261437908497
113,0.54852957,0.1787429,0.0738562091503268
114,0.4231576,0.94291234,0.07450980392156863
115,0.3667654,0.88547814,0.07516339869281045
116,0.39026305,0.97197926,0.07581699346405228
117,0.31953302,0.920734,0.07647058823529412
118,0.35797638,0.7819033,0.07712418300653595
119,0.5736169,0.23078209,0.07777777777777778
120,0.5066436,0.1768792,0.0784313725490196
121,0.6180539,0.5468709,0.07908496732026143
